client_code,product,benefit_est_KZT,reason_code,explain
21,credit_offer,22170.35,LARGE_PAYMENTS,"Оборот: 2 217 035 ₸, средний чек: 7 390 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 170 ₸"
21,supermarket_card,20578.45,HIGH_SUPERMARKET,Траты на продукты: 685 948 ₸ → выгода ≈ 20 578 ₸
21,deposit,17981.69,DEPOSIT_OPPORTUNITY,"Если положить 1 798 169 ₸ на депозит (12% годовых), месячная выручка ≈ 17 982 ₸"
21,restaurants_card,10712.73,HIGH_RESTAURANTS,Траты в ресторанах: 535 637 ₸ → выгода ≈ 10 713 ₸
21,travel_card,9936.24,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 248 406 ₸. Оценимый кешбэк ≈ 9 936 ₸
21,taxi_card,7452.18,HIGH_TAXI,По такси: 248 406 ₸ → выгода ≈ 7 452 ₸
21,investment_offer,4495.42,INVEST_OPPORTUNITY,Средний баланс: 1 798 169 ₸ → месячная оценочная доходность инвестиций ≈ 4 495 ₸
21,premium_card,3798.17,HIGH_BALANCE,Средний баланс: 1 798 169 ₸ → оценка выгоды ≈ 3 798 ₸
21,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
22,fx_offer,78414.25,FX_ACTIVITY,FX/переводы: 15 682 851 ₸ → потенциальная экономия на комиссиях ≈ 78 414 ₸
22,credit_offer,23062.6,LARGE_PAYMENTS,"Оборот: 2 306 260 ₸, средний чек: 7 688 ₸ → ожидаемая выгода от кредитного продукта ≈ 23 063 ₸"
22,supermarket_card,22245.21,HIGH_SUPERMARKET,Траты на продукты: 741 507 ₸ → выгода ≈ 22 245 ₸
22,travel_card,11031.27,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 275 782 ₸. Оценимый кешбэк ≈ 11 031 ₸
22,restaurants_card,9627.31,HIGH_RESTAURANTS,Траты в ресторанах: 481 366 ₸ → выгода ≈ 9 627 ₸
22,taxi_card,8273.45,HIGH_TAXI,По такси: 275 782 ₸ → выгода ≈ 8 273 ₸
22,deposit,774.74,DEPOSIT_OPPORTUNITY,"Если положить 77 474 ₸ на депозит (12% годовых), месячная выручка ≈ 775 ₸"
22,premium_card,0.0,NO_SIGNAL,Средний баланс: 77 474 ₸ → оценка выгоды ≈ 0 ₸
22,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
22,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
23,fx_offer,88808.4,FX_ACTIVITY,FX/переводы: 17 761 679 ₸ → потенциальная экономия на комиссиях ≈ 88 808 ₸
23,credit_offer,23184.52,LARGE_PAYMENTS,"Оборот: 2 318 452 ₸, средний чек: 7 728 ₸ → ожидаемая выгода от кредитного продукта ≈ 23 185 ₸"
23,supermarket_card,22716.88,HIGH_SUPERMARKET,Траты на продукты: 757 229 ₸ → выгода ≈ 22 717 ₸
23,travel_card,10618.51,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 265 463 ₸. Оценимый кешбэк ≈ 10 619 ₸
23,restaurants_card,10361.43,HIGH_RESTAURANTS,Траты в ресторанах: 518 071 ₸ → выгода ≈ 10 361 ₸
23,taxi_card,7963.88,HIGH_TAXI,По такси: 265 463 ₸ → выгода ≈ 7 964 ₸
23,deposit,1463.89,DEPOSIT_OPPORTUNITY,"Если положить 146 389 ₸ на депозит (12% годовых), месячная выручка ≈ 1 464 ₸"
23,premium_card,0.0,NO_SIGNAL,Средний баланс: 146 389 ₸ → оценка выгоды ≈ 0 ₸
23,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
23,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
24,fx_offer,85668.45,FX_ACTIVITY,FX/переводы: 17 133 689 ₸ → потенциальная экономия на комиссиях ≈ 85 668 ₸
24,supermarket_card,26389.62,HIGH_SUPERMARKET,Траты на продукты: 879 654 ₸ → выгода ≈ 26 390 ₸
24,credit_offer,25077.39,LARGE_PAYMENTS,"Оборот: 2 507 739 ₸, средний чек: 8 359 ₸ → ожидаемая выгода от кредитного продукта ≈ 25 077 ₸"
24,restaurants_card,10930.77,HIGH_RESTAURANTS,Траты в ресторанах: 546 538 ₸ → выгода ≈ 10 931 ₸
24,travel_card,10391.02,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 259 776 ₸. Оценимый кешбэк ≈ 10 391 ₸
24,taxi_card,7793.27,HIGH_TAXI,По такси: 259 776 ₸ → выгода ≈ 7 793 ₸
24,deposit,537.85,DEPOSIT_OPPORTUNITY,"Если положить 53 785 ₸ на депозит (12% годовых), месячная выручка ≈ 538 ₸"
24,premium_card,0.0,NO_SIGNAL,Средний баланс: 53 785 ₸ → оценка выгоды ≈ 0 ₸
24,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
24,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
25,fx_offer,41961.23,FX_ACTIVITY,FX/переводы: 8 392 246 ₸ → потенциальная экономия на комиссиях ≈ 41 961 ₸
25,credit_offer,22401.11,LARGE_PAYMENTS,"Оборот: 2 240 111 ₸, средний чек: 7 467 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 401 ₸"
25,supermarket_card,20289.84,HIGH_SUPERMARKET,Траты на продукты: 676 328 ₸ → выгода ≈ 20 290 ₸
25,travel_card,12456.44,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 311 411 ₸. Оценимый кешбэк ≈ 12 456 ₸
25,taxi_card,9342.33,HIGH_TAXI,По такси: 311 411 ₸ → выгода ≈ 9 342 ₸
25,restaurants_card,8687.43,HIGH_RESTAURANTS,Траты в ресторанах: 434 371 ₸ → выгода ≈ 8 687 ₸
25,deposit,556.34,DEPOSIT_OPPORTUNITY,"Если положить 55 634 ₸ на депозит (12% годовых), месячная выручка ≈ 556 ₸"
25,premium_card,0.0,NO_SIGNAL,Средний баланс: 55 634 ₸ → оценка выгоды ≈ 0 ₸
25,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
25,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
26,fx_offer,41951.72,FX_ACTIVITY,FX/переводы: 8 390 345 ₸ → потенциальная экономия на комиссиях ≈ 41 952 ₸
26,credit_offer,27133.64,LARGE_PAYMENTS,"Оборот: 2 713 364 ₸, средний чек: 9 045 ₸ → ожидаемая выгода от кредитного продукта ≈ 27 134 ₸"
26,travel_card,20000.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 728 465 ₸. Оценимый кешбэк ≈ 20 000 ₸
26,supermarket_card,19209.11,HIGH_SUPERMARKET,Траты на продукты: 640 304 ₸ → выгода ≈ 19 209 ₸
26,taxi_card,9191.08,HIGH_TAXI,По такси: 306 369 ₸ → выгода ≈ 9 191 ₸
26,restaurants_card,9161.09,HIGH_RESTAURANTS,Траты в ресторанах: 458 055 ₸ → выгода ≈ 9 161 ₸
26,deposit,1362.48,DEPOSIT_OPPORTUNITY,"Если положить 136 248 ₸ на депозит (12% годовых), месячная выручка ≈ 1 362 ₸"
26,premium_card,0.0,NO_SIGNAL,Средний баланс: 136 248 ₸ → оценка выгоды ≈ 0 ₸
26,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
26,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
27,fx_offer,40293.88,FX_ACTIVITY,FX/переводы: 8 058 776 ₸ → потенциальная экономия на комиссиях ≈ 40 294 ₸
27,credit_offer,25494.32,LARGE_PAYMENTS,"Оборот: 2 549 432 ₸, средний чек: 8 498 ₸ → ожидаемая выгода от кредитного продукта ≈ 25 494 ₸"
27,supermarket_card,21450.32,HIGH_SUPERMARKET,Траты на продукты: 715 011 ₸ → выгода ≈ 21 450 ₸
27,travel_card,20000.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 555 532 ₸. Оценимый кешбэк ≈ 20 000 ₸
27,restaurants_card,11516.93,HIGH_RESTAURANTS,Траты в ресторанах: 575 846 ₸ → выгода ≈ 11 517 ₸
27,taxi_card,8464.1,HIGH_TAXI,По такси: 282 137 ₸ → выгода ≈ 8 464 ₸
27,deposit,708.58,DEPOSIT_OPPORTUNITY,"Если положить 70 858 ₸ на депозит (12% годовых), месячная выручка ≈ 709 ₸"
27,premium_card,0.0,NO_SIGNAL,Средний баланс: 70 858 ₸ → оценка выгоды ≈ 0 ₸
27,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
27,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
28,fx_offer,41467.21,FX_ACTIVITY,FX/переводы: 8 293 442 ₸ → потенциальная экономия на комиссиях ≈ 41 467 ₸
28,credit_offer,25014.91,LARGE_PAYMENTS,"Оборот: 2 501 491 ₸, средний чек: 8 338 ₸ → ожидаемая выгода от кредитного продукта ≈ 25 015 ₸"
28,supermarket_card,20103.63,HIGH_SUPERMARKET,Траты на продукты: 670 121 ₸ → выгода ≈ 20 104 ₸
28,travel_card,20000.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 559 174 ₸. Оценимый кешбэк ≈ 20 000 ₸
28,restaurants_card,9450.93,HIGH_RESTAURANTS,Траты в ресторанах: 472 546 ₸ → выгода ≈ 9 451 ₸
28,taxi_card,7923.86,HIGH_TAXI,По такси: 264 129 ₸ → выгода ≈ 7 924 ₸
28,deposit,1502.81,DEPOSIT_OPPORTUNITY,"Если положить 150 281 ₸ на депозит (12% годовых), месячная выручка ≈ 1 503 ₸"
28,premium_card,0.0,NO_SIGNAL,Средний баланс: 150 281 ₸ → оценка выгоды ≈ 0 ₸
28,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
28,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
29,fx_offer,38555.26,FX_ACTIVITY,FX/переводы: 7 711 051 ₸ → потенциальная экономия на комиссиях ≈ 38 555 ₸
29,supermarket_card,26886.45,HIGH_SUPERMARKET,Траты на продукты: 896 215 ₸ → выгода ≈ 26 886 ₸
29,credit_offer,26791.03,LARGE_PAYMENTS,"Оборот: 2 679 103 ₸, средний чек: 8 930 ₸ → ожидаемая выгода от кредитного продукта ≈ 26 791 ₸"
29,travel_card,20000.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 590 720 ₸. Оценимый кешбэк ≈ 20 000 ₸
29,restaurants_card,10260.4,HIGH_RESTAURANTS,Траты в ресторанах: 513 020 ₸ → выгода ≈ 10 260 ₸
29,taxi_card,9557.82,HIGH_TAXI,По такси: 318 594 ₸ → выгода ≈ 9 558 ₸
29,deposit,884.87,DEPOSIT_OPPORTUNITY,"Если положить 88 487 ₸ на депозит (12% годовых), месячная выручка ≈ 885 ₸"
29,premium_card,0.0,NO_SIGNAL,Средний баланс: 88 487 ₸ → оценка выгоды ≈ 0 ₸
29,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
29,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
30,fx_offer,42093.51,FX_ACTIVITY,FX/переводы: 8 418 701 ₸ → потенциальная экономия на комиссиях ≈ 42 094 ₸
30,credit_offer,27904.95,LARGE_PAYMENTS,"Оборот: 2 790 495 ₸, средний чек: 9 302 ₸ → ожидаемая выгода от кредитного продукта ≈ 27 905 ₸"
30,supermarket_card,26688.55,HIGH_SUPERMARKET,Траты на продукты: 889 618 ₸ → выгода ≈ 26 689 ₸
30,travel_card,20000.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 629 105 ₸. Оценимый кешбэк ≈ 20 000 ₸
30,restaurants_card,10957.27,HIGH_RESTAURANTS,Траты в ресторанах: 547 863 ₸ → выгода ≈ 10 957 ₸
30,taxi_card,9156.91,HIGH_TAXI,По такси: 305 230 ₸ → выгода ≈ 9 157 ₸
30,deposit,1045.53,DEPOSIT_OPPORTUNITY,"Если положить 104 553 ₸ на депозит (12% годовых), месячная выручка ≈ 1 046 ₸"
30,premium_card,0.0,NO_SIGNAL,Средний баланс: 104 553 ₸ → оценка выгоды ≈ 0 ₸
30,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
30,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
31,fx_offer,42898.53,FX_ACTIVITY,FX/переводы: 8 579 707 ₸ → потенциальная экономия на комиссиях ≈ 42 899 ₸
31,credit_offer,23432.09,LARGE_PAYMENTS,"Оборот: 2 343 209 ₸, средний чек: 7 811 ₸ → ожидаемая выгода от кредитного продукта ≈ 23 432 ₸"
31,supermarket_card,19862.77,HIGH_SUPERMARKET,Траты на продукты: 662 092 ₸ → выгода ≈ 19 863 ₸
31,deposit,13038.48,DEPOSIT_OPPORTUNITY,"Если положить 1 303 848 ₸ на депозит (12% годовых), месячная выручка ≈ 13 038 ₸"
31,travel_card,11791.83,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 294 796 ₸. Оценимый кешбэк ≈ 11 792 ₸
31,restaurants_card,10586.41,HIGH_RESTAURANTS,Траты в ресторанах: 529 321 ₸ → выгода ≈ 10 586 ₸
31,taxi_card,8843.87,HIGH_TAXI,По такси: 294 796 ₸ → выгода ≈ 8 844 ₸
31,premium_card,3303.85,HIGH_BALANCE,Средний баланс: 1 303 848 ₸ → оценка выгоды ≈ 3 304 ₸
31,investment_offer,3259.62,INVEST_OPPORTUNITY,Средний баланс: 1 303 848 ₸ → месячная оценочная доходность инвестиций ≈ 3 260 ₸
31,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
32,fx_offer,46358.75,FX_ACTIVITY,FX/переводы: 9 271 749 ₸ → потенциальная экономия на комиссиях ≈ 46 359 ₸
32,credit_offer,30583.38,LARGE_PAYMENTS,"Оборот: 3 058 338 ₸, средний чек: 10 194 ₸ → ожидаемая выгода от кредитного продукта ≈ 30 583 ₸"
32,supermarket_card,24626.16,HIGH_SUPERMARKET,Траты на продукты: 820 872 ₸ → выгода ≈ 24 626 ₸
32,restaurants_card,23554.7,HIGH_RESTAURANTS,Траты в ресторанах: 1 177 735 ₸ → выгода ≈ 23 555 ₸
32,deposit,23171.6,DEPOSIT_OPPORTUNITY,"Если положить 2 317 160 ₸ на депозит (12% годовых), месячная выручка ≈ 23 172 ₸"
32,travel_card,11986.53,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 299 663 ₸. Оценимый кешбэк ≈ 11 987 ₸
32,taxi_card,8989.9,HIGH_TAXI,По такси: 299 663 ₸ → выгода ≈ 8 990 ₸
32,investment_offer,5792.9,INVEST_OPPORTUNITY,Средний баланс: 2 317 160 ₸ → месячная оценочная доходность инвестиций ≈ 5 793 ₸
32,premium_card,4317.16,HIGH_BALANCE,Средний баланс: 2 317 160 ₸ → оценка выгоды ≈ 4 317 ₸
32,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
33,fx_offer,40891.03,FX_ACTIVITY,FX/переводы: 8 178 205 ₸ → потенциальная экономия на комиссиях ≈ 40 891 ₸
33,supermarket_card,27110.04,HIGH_SUPERMARKET,Траты на продукты: 903 668 ₸ → выгода ≈ 27 110 ₸
33,credit_offer,24787.96,LARGE_PAYMENTS,"Оборот: 2 478 796 ₸, средний чек: 8 263 ₸ → ожидаемая выгода от кредитного продукта ≈ 24 788 ₸"
33,restaurants_card,10181.99,HIGH_RESTAURANTS,Траты в ресторанах: 509 100 ₸ → выгода ≈ 10 182 ₸
33,travel_card,9480.89,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 237 022 ₸. Оценимый кешбэк ≈ 9 481 ₸
33,deposit,8242.46,DEPOSIT_OPPORTUNITY,"Если положить 824 246 ₸ на депозит (12% годовых), месячная выручка ≈ 8 242 ₸"
33,taxi_card,7110.67,HIGH_TAXI,По такси: 237 022 ₸ → выгода ≈ 7 111 ₸
33,premium_card,2824.25,HIGH_BALANCE,Средний баланс: 824 246 ₸ → оценка выгоды ≈ 2 824 ₸
33,investment_offer,2060.61,INVEST_OPPORTUNITY,Средний баланс: 824 246 ₸ → месячная оценочная доходность инвестиций ≈ 2 061 ₸
33,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
34,fx_offer,40620.57,FX_ACTIVITY,FX/переводы: 8 124 114 ₸ → потенциальная экономия на комиссиях ≈ 40 621 ₸
34,supermarket_card,24246.68,HIGH_SUPERMARKET,Траты на продукты: 808 223 ₸ → выгода ≈ 24 247 ₸
34,credit_offer,22888.07,LARGE_PAYMENTS,"Оборот: 2 288 807 ₸, средний чек: 7 629 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 888 ₸"
34,travel_card,10796.1,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 269 902 ₸. Оценимый кешбэк ≈ 10 796 ₸
34,restaurants_card,9004.0,HIGH_RESTAURANTS,Траты в ресторанах: 450 200 ₸ → выгода ≈ 9 004 ₸
34,taxi_card,8097.07,HIGH_TAXI,По такси: 269 902 ₸ → выгода ≈ 8 097 ₸
34,deposit,1159.3,DEPOSIT_OPPORTUNITY,"Если положить 115 930 ₸ на депозит (12% годовых), месячная выручка ≈ 1 159 ₸"
34,premium_card,0.0,NO_SIGNAL,Средний баланс: 115 930 ₸ → оценка выгоды ≈ 0 ₸
34,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
34,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
35,fx_offer,42755.11,FX_ACTIVITY,FX/переводы: 8 551 022 ₸ → потенциальная экономия на комиссиях ≈ 42 755 ₸
35,credit_offer,29806.71,LARGE_PAYMENTS,"Оборот: 2 980 671 ₸, средний чек: 9 936 ₸ → ожидаемая выгода от кредитного продукта ≈ 29 807 ₸"
35,supermarket_card,24179.76,HIGH_SUPERMARKET,Траты на продукты: 805 992 ₸ → выгода ≈ 24 180 ₸
35,restaurants_card,22163.14,HIGH_RESTAURANTS,Траты в ресторанах: 1 108 157 ₸ → выгода ≈ 22 163 ₸
35,deposit,14487.97,DEPOSIT_OPPORTUNITY,"Если положить 1 448 797 ₸ на депозит (12% годовых), месячная выручка ≈ 14 488 ₸"
35,travel_card,12289.0,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 307 225 ₸. Оценимый кешбэк ≈ 12 289 ₸
35,taxi_card,9216.75,HIGH_TAXI,По такси: 307 225 ₸ → выгода ≈ 9 217 ₸
35,investment_offer,3621.99,INVEST_OPPORTUNITY,Средний баланс: 1 448 797 ₸ → месячная оценочная доходность инвестиций ≈ 3 622 ₸
35,premium_card,3448.8,HIGH_BALANCE,Средний баланс: 1 448 797 ₸ → оценка выгоды ≈ 3 449 ₸
35,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
36,fx_offer,39683.7,FX_ACTIVITY,FX/переводы: 7 936 741 ₸ → потенциальная экономия на комиссиях ≈ 39 684 ₸
36,credit_offer,22028.25,LARGE_PAYMENTS,"Оборот: 2 202 825 ₸, средний чек: 7 343 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 028 ₸"
36,supermarket_card,21715.64,HIGH_SUPERMARKET,Траты на продукты: 723 855 ₸ → выгода ≈ 21 716 ₸
36,travel_card,10676.27,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 266 907 ₸. Оценимый кешбэк ≈ 10 676 ₸
36,taxi_card,8007.2,HIGH_TAXI,По такси: 266 907 ₸ → выгода ≈ 8 007 ₸
36,restaurants_card,7925.41,HIGH_RESTAURANTS,Траты в ресторанах: 396 270 ₸ → выгода ≈ 7 925 ₸
36,deposit,7122.77,DEPOSIT_OPPORTUNITY,"Если положить 712 277 ₸ на депозит (12% годовых), месячная выручка ≈ 7 123 ₸"
36,premium_card,2712.28,HIGH_BALANCE,Средний баланс: 712 277 ₸ → оценка выгоды ≈ 2 712 ₸
36,investment_offer,1780.69,INVEST_OPPORTUNITY,Средний баланс: 712 277 ₸ → месячная оценочная доходность инвестиций ≈ 1 781 ₸
36,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
37,fx_offer,41472.51,FX_ACTIVITY,FX/переводы: 8 294 503 ₸ → потенциальная экономия на комиссиях ≈ 41 473 ₸
37,supermarket_card,25690.71,HIGH_SUPERMARKET,Траты на продукты: 856 357 ₸ → выгода ≈ 25 691 ₸
37,credit_offer,22908.48,LARGE_PAYMENTS,"Оборот: 2 290 848 ₸, средний чек: 7 636 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 908 ₸"
37,travel_card,9348.65,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 233 716 ₸. Оценимый кешбэк ≈ 9 349 ₸
37,deposit,9003.61,DEPOSIT_OPPORTUNITY,"Если положить 900 361 ₸ на депозит (12% годовых), месячная выручка ≈ 9 004 ₸"
37,restaurants_card,8806.76,HIGH_RESTAURANTS,Траты в ресторанах: 440 338 ₸ → выгода ≈ 8 807 ₸
37,taxi_card,7011.49,HIGH_TAXI,По такси: 233 716 ₸ → выгода ≈ 7 011 ₸
37,premium_card,2900.36,HIGH_BALANCE,Средний баланс: 900 361 ₸ → оценка выгоды ≈ 2 900 ₸
37,investment_offer,2250.9,INVEST_OPPORTUNITY,Средний баланс: 900 361 ₸ → месячная оценочная доходность инвестиций ≈ 2 251 ₸
37,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
38,deposit,58186.75,DEPOSIT_OPPORTUNITY,"Если положить 5 818 675 ₸ на депозит (12% годовых), месячная выручка ≈ 58 187 ₸"
38,fx_offer,43843.7,FX_ACTIVITY,FX/переводы: 8 768 739 ₸ → потенциальная экономия на комиссиях ≈ 43 844 ₸
38,credit_offer,29859.34,LARGE_PAYMENTS,"Оборот: 2 985 934 ₸, средний чек: 9 953 ₸ → ожидаемая выгода от кредитного продукта ≈ 29 859 ₸"
38,supermarket_card,22201.61,HIGH_SUPERMARKET,Траты на продукты: 740 054 ₸ → выгода ≈ 22 202 ₸
38,restaurants_card,21238.37,HIGH_RESTAURANTS,Траты в ресторанах: 1 061 918 ₸ → выгода ≈ 21 238 ₸
38,investment_offer,14546.69,INVEST_OPPORTUNITY,Средний баланс: 5 818 675 ₸ → месячная оценочная доходность инвестиций ≈ 14 547 ₸
38,travel_card,12168.6,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 304 215 ₸. Оценимый кешбэк ≈ 12 169 ₸
38,taxi_card,9126.45,HIGH_TAXI,По такси: 304 215 ₸ → выгода ≈ 9 126 ₸
38,premium_card,7818.68,HIGH_BALANCE,Средний баланс: 5 818 675 ₸ → оценка выгоды ≈ 7 819 ₸
38,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
39,fx_offer,40565.14,FX_ACTIVITY,FX/переводы: 8 113 027 ₸ → потенциальная экономия на комиссиях ≈ 40 565 ₸
39,credit_offer,22205.8,LARGE_PAYMENTS,"Оборот: 2 220 580 ₸, средний чек: 7 402 ₸ → ожидаемая выгода от кредитного продукта ≈ 22 206 ₸"
39,supermarket_card,19925.55,HIGH_SUPERMARKET,Траты на продукты: 664 185 ₸ → выгода ≈ 19 926 ₸
39,deposit,12482.39,DEPOSIT_OPPORTUNITY,"Если положить 1 248 239 ₸ на депозит (12% годовых), месячная выручка ≈ 12 482 ₸"
39,restaurants_card,9973.18,HIGH_RESTAURANTS,Траты в ресторанах: 498 659 ₸ → выгода ≈ 9 973 ₸
39,travel_card,9880.37,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 247 009 ₸. Оценимый кешбэк ≈ 9 880 ₸
39,taxi_card,7410.28,HIGH_TAXI,По такси: 247 009 ₸ → выгода ≈ 7 410 ₸
39,premium_card,3248.24,HIGH_BALANCE,Средний баланс: 1 248 239 ₸ → оценка выгоды ≈ 3 248 ₸
39,investment_offer,3120.6,INVEST_OPPORTUNITY,Средний баланс: 1 248 239 ₸ → месячная оценочная доходность инвестиций ≈ 3 121 ₸
39,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
40,fx_offer,38647.12,FX_ACTIVITY,FX/переводы: 7 729 424 ₸ → потенциальная экономия на комиссиях ≈ 38 647 ₸
40,supermarket_card,26804.66,HIGH_SUPERMARKET,Траты на продукты: 893 489 ₸ → выгода ≈ 26 805 ₸
40,credit_offer,24605.99,LARGE_PAYMENTS,"Оборот: 2 460 599 ₸, средний чек: 8 202 ₸ → ожидаемая выгода от кредитного продукта ≈ 24 606 ₸"
40,travel_card,12196.69,HIGH_TRAVEL_SPEND|TAXI_PRESENT,Траты на поездки: 304 917 ₸. Оценимый кешбэк ≈ 12 197 ₸
40,restaurants_card,11869.23,HIGH_RESTAURANTS,Траты в ресторанах: 593 461 ₸ → выгода ≈ 11 869 ₸
40,taxi_card,9147.52,HIGH_TAXI,По такси: 304 917 ₸ → выгода ≈ 9 148 ₸
40,deposit,860.92,DEPOSIT_OPPORTUNITY,"Если положить 86 092 ₸ на депозит (12% годовых), месячная выручка ≈ 861 ₸"
40,premium_card,0.0,NO_SIGNAL,Средний баланс: 86 092 ₸ → оценка выгоды ≈ 0 ₸
40,investment_offer,0.0,LOW_BALANCE,Слишком мал баланс для инвестиционных продуктов
40,gold_offer,0.0,NO_SIGNAL,Нет трат на ювелирку
41,fx_offer,40884.21,FX_ACTIVITY,FX/переводы: 8 176 842 ₸ → потенциальная экономия на комиссиях ≈ 40 884 ₸
